episode,train_makespan,train_reward,actor_loss,critic_loss,entropy_loss,eval_makespan,eval_reward,jains_index,task_load_variance,current_lr,exploration_epsilon,total_random_actions,exploration_phase
170,145.71182005720155,-136.22705874067128,0.023106318898499012,2126.9662475585938,2.5371882915496826,,,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1003,early
171,165.71689126820277,-164.00055504408365,0.04417211143299937,2852.0358276367188,2.628760874271393,,,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1010,early
172,170.2476416121518,-169.7627093884508,0.018233683542348444,2680.7646484375,2.640150308609009,,,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1019,early
173,189.20744430257616,-195.52385485538915,0.018467443995177746,4088.0054321289062,2.5368234515190125,,,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1026,early
174,166.02996272893196,-163.61857098597912,-0.010475645656697452,2444.465576171875,2.623120129108429,,,0.993103448275862,0.15999999999999998,0.00018522000000000005,0.24,1029,early
175,171.28752150615466,-171.2294398636431,0.0367241621715948,2480.7408447265625,2.755476653575897,170.2275551005393,-169.70270470639502,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1036,early
176,185.55941639716622,-189.01279236699702,0.0049698623679432785,3974.990966796875,2.566204786300659,,,0.993103448275862,0.15999999999999998,0.00018522000000000005,0.24,1042,early
177,167.25957060862808,-167.09307969641148,0.03562496940139681,2728.2552490234375,2.564851403236389,,,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1050,early
178,165.00030903416035,-164.0037478628568,0.05301578342914581,2661.61572265625,2.594973862171173,,,0.993103448275862,0.15999999999999998,0.00018522000000000005,0.24,1056,early
179,164.9715790906848,-160.65566407989607,0.029545036028139293,2436.3152465820312,2.710048496723175,,,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1065,early
180,149.08297907642614,-141.06507385052933,0.053252579644322395,1880.3203125,2.604284167289734,,,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1070,early
181,159.93128793753343,-156.7270568124993,0.03002271824516356,2602.2415771484375,2.5380983352661133,,,0.993103448275862,0.15999999999999998,0.00018522000000000005,0.24,1077,early
182,163.94520851695438,-162.37761689375193,-0.006298723455984145,2209.15478515625,2.7103631496429443,,,0.993103448275862,0.15999999999999998,0.00018522000000000005,0.24,1086,early
183,155.70804341714341,-150.3890299582389,0.006399531150236726,2708.9404296875,2.5854567885398865,,,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1087,early
184,162.29352353022767,-160.6380232682033,-0.009180584573186934,2624.9198608398438,2.6142260432243347,,,0.993103448275862,0.15999999999999998,0.00018522000000000005,0.24,1092,early
185,181.23369368880623,-184.99306304271073,0.015489604789763689,3481.2605590820312,2.642325520515442,,,0.993103448275862,0.15999999999999998,0.00018522000000000005,0.24,1098,early
186,157.48891463380664,-154.05639489310303,0.0013211899204179645,2060.7798461914062,2.700886070728302,,,0.993103448275862,0.15999999999999998,0.00018522000000000005,0.24,1104,early
187,163.60226585900088,-161.90265188462905,0.029504683800041676,2817.311279296875,2.626010537147522,,,0.993103448275862,0.15999999999999998,0.00018522000000000005,0.24,1108,early
188,195.89269706120376,-202.14961167485953,0.03211730998009443,4728.697265625,2.5679579377174377,,,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1117,early
189,160.41980374775667,-156.99771664450074,0.03926156088709831,2949.326171875,2.539525032043457,,,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1122,early
190,168.93230501237392,-169.51403102354985,0.010351626668125391,1853.7852783203125,2.6347660422325134,,,0.96,0.96,0.00018522000000000005,0.24,1129,early
191,169.6021464022595,-168.55638279077613,-0.013216355349868536,2800.169921875,2.7458800077438354,,,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1135,early
192,194.5886320931443,-201.25850462369502,0.0556884603574872,3968.013671875,2.7227526903152466,,,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1142,early
193,167.48992868491243,-167.04217962276647,0.0016734351520426571,2162.873779296875,2.6431180834770203,,,0.993103448275862,0.15999999999999998,0.00018522000000000005,0.24,1149,early
194,166.1916392851732,-162.89859479980976,0.020963104208931327,2804.6842041015625,2.6562302112579346,,,0.9442622950819672,1.3599999999999999,0.00018522000000000005,0.24,1157,early
195,176.71081958728774,-178.52167554151524,-0.012230358930537477,2529.8236694335938,2.7229045033454895,,,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1162,early
196,155.69417667028745,-150.82780846690443,0.020841604797169566,2241.8463745117188,2.6660971641540527,,,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1170,early
197,163.61414042596044,-161.08966419537077,0.019956239964812994,2503.6279296875,2.6090638637542725,,,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1179,early
198,178.0242687187282,-179.80602219468201,0.01545011019334197,3024.2438354492188,2.6089565753936768,,,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1185,early
199,184.6189860382467,-189.10288812394978,0.0235269257100299,3624.780029296875,2.661951780319214,,,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1189,early
200,187.0916692473698,-191.87898447176488,0.011197646497748792,4157.4595947265625,2.586962103843689,177.06990862476854,-179.18852392241317,0.993103448275862,0.15999999999999998,0.00018522000000000005,0.24,1195,early
201,160.3648079677663,-157.5506150425916,-0.013372080167755485,1853.2552490234375,2.7690245509147644,,,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1199,early
202,177.57068145916884,-178.9522013962945,0.026591829664539546,3384.376220703125,2.5406705737113953,,,0.96,0.96,0.00018522000000000005,0.24,1208,early
203,177.00667497884237,-178.56345071906574,0.0004930696450173855,3507.0621337890625,2.723895788192749,,,0.993103448275862,0.15999999999999998,0.00018522000000000005,0.24,1218,early
204,165.19235460664308,-164.75511327575265,0.030813663732260466,2479.0457153320312,2.570275664329529,,,0.993103448275862,0.15999999999999998,0.00018522000000000005,0.24,1225,early
205,186.060240646358,-190.31022838309508,0.013452635845169425,3870.361328125,2.6450218558311462,,,0.993103448275862,0.15999999999999998,0.00018522000000000005,0.24,1229,early
206,171.11548080534402,-170.53683981746153,0.006669414724456146,2921.680419921875,2.6084226965904236,,,0.993103448275862,0.15999999999999998,0.00018522000000000005,0.24,1233,early
207,176.75292626130488,-177.40180438443704,0.03863639943301678,3409.0147705078125,2.5411271452903748,,,0.976271186440678,0.5599999999999999,0.00018522000000000005,0.24,1241,early
208,173.9291551984592,-175.14284705982013,-0.020237548160366714,2983.220947265625,2.5994656085968018,,,0.993103448275862,0.15999999999999998,0.00018522000000000005,0.24,1249,early
209,173.4932162046329,-174.5589860877893,0.02977262286003679,2883.515625,2.77741014957428,,,0.993103448275862,0.15999999999999998,0.00018522000000000005,0.24,1255,early
210,169.5847871121278,-168.54934845524008,-0.00791305374877993,2966.524169921875,2.5416401624679565,,,0.9442622950819672,1.3599999999999999,0.00014817600000000005,0.24,1260,early
211,163.14947476583131,-160.5816340464426,0.009500330459559336,2759.800537109375,2.5987340807914734,,,0.96,0.96,0.00014817600000000005,0.24,1265,early
212,183.6471636961799,-187.41580201292356,0.0346555185969919,4220.40234375,2.5409732460975647,,,0.993103448275862,0.15999999999999998,0.00014817600000000005,0.24,1270,early
213,177.65660579756997,-179.4613966655967,-0.007418806344503537,3371.944091796875,2.6275541186332703,,,0.993103448275862,0.15999999999999998,0.00014817600000000005,0.24,1279,early
214,188.92307343618535,-194.57092184084865,0.016450791561510414,3120.349609375,2.689866065979004,,,0.993103448275862,0.15999999999999998,0.00014817600000000005,0.24,1287,early
215,192.03400460931618,-198.43293906929148,0.0035503855906426907,4391.080078125,2.5854010581970215,,,0.976271186440678,0.5599999999999999,0.00014817600000000005,0.24,1290,early
216,178.18544953058662,-180.80879724731324,-0.018733071396127343,3474.746337890625,2.6277032494544983,,,0.993103448275862,0.15999999999999998,0.00014817600000000005,0.24,1294,early
217,170.98619343343213,-169.99793109403166,0.021835800260305405,2915.458984375,2.541608989238739,,,0.976271186440678,0.5599999999999999,0.00014817600000000005,0.24,1297,early
218,182.05582041207126,-186.27574743018508,-0.04437675606459379,3701.7124633789062,2.5414440035820007,,,0.976271186440678,0.5599999999999999,0.00014817600000000005,0.24,1304,early
219,155.14028579687005,-150.13848081929618,0.05654983315616846,2032.4742431640625,2.6375410556793213,,,0.976271186440678,0.5599999999999999,0.00014817600000000005,0.24,1311,early
220,168.0456321786463,-167.53494205004571,0.037394104758277535,2208.8063354492188,2.6665297150611877,,,0.976271186440678,0.5599999999999999,0.00014817600000000005,0.24,1315,early
221,186.03697678127426,-191.03567895863975,0.005804423009976745,2371.28125,2.666150748729706,,,0.993103448275862,0.15999999999999998,0.00014817600000000005,0.24,1322,early
222,177.97650545160096,-179.73792521439233,0.057416895404458046,3722.4537353515625,2.587515115737915,,,0.993103448275862,0.15999999999999998,0.00014817600000000005,0.24,1325,early
223,172.436657603367,-173.5928985173106,0.051283726003021,2654.9108276367188,2.600766599178314,,,0.993103448275862,0.15999999999999998,0.00014817600000000005,0.24,1331,early
224,182.71768145296912,-186.40068933339515,0.009393672225996852,3816.3497314453125,2.629378318786621,,,0.96,0.96,0.00014817600000000005,0.24,1340,early
225,176.74528366581205,-177.17739339060674,0.014270484331063926,3286.92724609375,2.6631093621253967,173.20729804960865,-173.84690284468584,0.976271186440678,0.5599999999999999,0.00014817600000000005,0.24,1350,early
226,177.0170434922307,-177.54048653585704,0.05516089778393507,2603.6436157226562,2.629589855670929,,,0.976271186440678,0.5599999999999999,0.00014817600000000005,0.24,1357,early
227,161.81768059394383,-159.1232370381476,0.049092871602624655,2452.9148559570312,2.6925487518310547,,,0.976271186440678,0.5599999999999999,0.00014817600000000005,0.24,1368,early
228,168.53481375495767,-167.74131425052482,0.0030467896722257137,2853.82763671875,2.5441827178001404,,,0.993103448275862,0.15999999999999998,0.00014817600000000005,0.24,1371,early
229,170.27156992374492,-169.9743082747007,0.035014336463063955,3297.84326171875,2.542909324169159,,,0.976271186440678,0.5599999999999999,0.00014817600000000005,0.24,1376,early
230,162.70005973511005,-161.49348061966322,0.007612571120262146,2259.5595703125,2.6807751059532166,,,0.993103448275862,0.15999999999999998,0.00014817600000000005,0.24,1379,early
231,176.61922986736056,-177.50289346501407,-0.0073154483252437785,3239.1099243164062,2.5724629759788513,,,0.993103448275862,0.15999999999999998,0.00014817600000000005,0.24,1383,early
232,177.2653605299499,-179.46003633221568,0.03771547693759203,2602.5739135742188,2.7052156925201416,,,0.976271186440678,0.5599999999999999,0.00014817600000000005,0.24,1388,early
233,163.47501699663664,-161.6688045482417,0.022739120526239276,1627.3813171386719,2.829757273197174,,,0.993103448275862,0.15999999999999998,0.00015558480000000006,0.24,1391,early
234,172.61001342361578,-173.44219041322978,0.005663042498781579,3141.68408203125,2.588785767555237,,,0.976271186440678,0.5599999999999999,0.00015558480000000006,0.24,1395,early
235,205.9625667617469,-216.59684639161745,-0.0007926223333925009,5023.5469970703125,2.5894633531570435,,,0.993103448275862,0.15999999999999998,0.00015558480000000006,0.24,1403,early
236,182.47075987350811,-185.445196740398,0.02274961891816929,2891.3045043945312,2.6108205914497375,,,0.976271186440678,0.5599999999999999,0.00015558480000000006,0.24,1412,early
237,183.16811901880163,-187.77414411313492,-0.0043159852211829275,3094.8985595703125,2.6300143599510193,,,0.976271186440678,0.5599999999999999,0.00015558480000000006,0.24,1417,early
238,157.81741953692884,-154.58234539984448,-0.0020223641768097878,2458.1041259765625,2.5891033411026,,,0.993103448275862,0.15999999999999998,0.00015558480000000006,0.24,1422,early
239,196.73137658718596,-202.92647724921548,0.014387095190613763,5380.5531005859375,2.5423209071159363,,,0.993103448275862,0.15999999999999998,0.00015558480000000006,0.24,1427,early
240,157.46133943495798,-152.4509615137636,0.007202201057225466,2528.6707153320312,2.5882920026779175,,,0.993103448275862,0.15999999999999998,0.00015558480000000006,0.24,1435,early
241,165.03966278223862,-163.26925278275962,-0.0003579930344130844,2785.465087890625,2.5414592027664185,,,0.976271186440678,0.5599999999999999,0.00015558480000000006,0.24,1436,early
242,176.5994712575472,-178.13036855975366,0.0100424038246274,3293.08740234375,2.629094958305359,,,0.976271186440678,0.5599999999999999,0.00015558480000000006,0.24,1440,early
243,173.33694757524495,-172.92972604466067,-0.009634314686991274,3338.5,2.589094877243042,,,0.976271186440678,0.5599999999999999,0.00015558480000000006,0.24,1451,early
244,156.87021691812996,-151.8720904179554,1.5116296708583832e-05,2366.627685546875,2.601653814315796,,,0.993103448275862,0.15999999999999998,0.00015558480000000006,0.24,1457,early
245,179.87358808125364,-182.81738231575326,0.01493957918137312,3420.3580932617188,2.5444851517677307,,,0.993103448275862,0.15999999999999998,0.00015558480000000006,0.24,1462,early
246,190.7525159735736,-195.67168571904955,0.002839402877725661,3970.365478515625,2.590592384338379,,,0.976271186440678,0.5599999999999999,0.00015558480000000006,0.24,1471,early
247,175.00388463968136,-176.3713237914799,0.017751348670572042,3014.2313842773438,2.5901816487312317,,,0.993103448275862,0.15999999999999998,0.00015558480000000006,0.24,1480,early
248,171.1732286214137,-170.85033627387895,0.005562353413552046,2915.1871337890625,2.640474259853363,,,0.976271186440678,0.5599999999999999,0.00015558480000000006,0.24,1484,early
249,166.05734951892444,-165.3771799959184,0.006249187747016549,2803.90380859375,2.5734954476356506,,,0.993103448275862,0.15999999999999998,0.00015558480000000006,0.24,1492,early
250,181.611703032194,-183.64588300232296,0.0014373064041137695,3368.2552490234375,2.6601836681365967,175.81214141446299,-177.36874154321816,0.993103448275862,0.15999999999999998,0.00015558480000000006,0.24,1502,early
251,159.04954631783508,-153.994082841336,-0.004652315110433847,2665.44873046875,2.5733564496040344,,,0.976271186440678,0.5599999999999999,0.00015558480000000006,0.24,1505,early
252,173.13537278244826,-173.01552892596263,0.03553684742655605,2941.4733276367188,2.6767027974128723,,,0.993103448275862,0.15999999999999998,0.00015558480000000006,0.24,1510,early
253,153.24013431807666,-148.0249121261114,0.030684420838952065,2022.1357421875,2.590047597885132,,,0.976271186440678,0.5599999999999999,0.00015558480000000006,0.24,1518,early
254,179.15762675468306,-182.46848607220227,-0.014767988657695241,3320.1351318359375,2.6309892535209656,,,0.993103448275862,0.15999999999999998,0.00015558480000000006,0.24,1525,early
255,182.5355186667735,-186.09000978786085,-0.027695254189893603,2292.635498046875,2.784856081008911,,,0.976271186440678,0.5599999999999999,0.00015558480000000006,0.24,1531,early
256,159.6275575786564,-156.82797423206895,0.007002445519901812,1518.4791870117188,2.813902497291565,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1535,early
257,181.8205206798227,-185.59268770908116,0.012955212499946356,3583.0716552734375,2.544795513153076,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1538,early
258,178.67596669576662,-181.5369096393352,-0.020035082299727947,3342.790771484375,2.6311811208724976,,,0.976271186440678,0.5599999999999999,0.00016336404000000007,0.24,1543,early
259,156.6484830807422,-151.73873641262904,-0.019113481044769287,2668.7804565429688,2.5449960231781006,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1545,early
260,173.25115044030554,-173.18160238662082,-0.005597000592388213,3210.5428466796875,2.5908400416374207,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1550,early
261,167.5895636347733,-166.89610246518555,-0.002840110391844064,2605.753173828125,2.602571964263916,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1557,early
262,162.96650545905175,-159.59709158666655,0.01585866743698716,2162.8662109375,2.7181957960128784,,,0.976271186440678,0.5599999999999999,0.00016336404000000007,0.24,1566,early
263,160.28176498980343,-157.7406350178824,0.0019387289648875594,2621.1262817382812,2.5454108119010925,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1571,early
264,165.86902298535384,-165.27310489785802,-0.00908806303050369,2523.43310546875,2.6943269968032837,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1575,early
265,165.02765041471147,-163.23478527142947,0.0140294889715733,2329.5504150390625,2.6773988008499146,,,0.976271186440678,0.5599999999999999,0.00016336404000000007,0.24,1579,early
266,179.52595398532637,-182.32268648151867,-0.016966744209639728,3304.21435546875,2.6478174924850464,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1586,early
267,201.51559857190657,-212.03091838781097,0.02829820616170764,2764.015625,2.800760865211487,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1592,early
268,179.9014735461507,-183.66800135401763,-0.006620514061069116,2870.3540649414062,2.7330748438835144,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1602,early
269,172.6844400893711,-173.0863580716873,-0.015276423655450344,2292.85205078125,2.7164087295532227,,,0.976271186440678,0.5599999999999999,0.00016336404000000007,0.24,1612,early
270,178.8620426777012,-180.92133947145513,0.02236496051773429,3292.78466796875,2.629979729652405,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1619,early
271,182.4527835190368,-186.6056763575245,0.04241988714784384,2751.6698608398438,2.7435436844825745,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1624,early
272,164.4335274675353,-163.25619679923355,0.01199126272695139,2089.6481323242188,2.6301199793815613,,,0.976271186440678,0.5599999999999999,0.00016336404000000007,0.24,1631,early
273,161.89925317526752,-159.26004214894508,-0.01954105542972684,2450.75048828125,2.543660044670105,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1639,early
274,179.68280307721471,-183.48552781511714,-0.005081824027001858,3089.2407836914062,2.704758882522583,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1644,early
275,195.70460532207053,-203.60185651338944,0.02133352356031537,4391.234375,2.6472581028938293,168.67725542228067,-167.94136185649708,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1648,early
276,177.71507024234535,-179.09716858558403,0.023073672491591424,3423.29296875,2.6005958318710327,,,0.976271186440678,0.5599999999999999,0.00016336404000000007,0.24,1652,early
277,159.1543183508972,-155.927498186778,0.0030911691719666123,2466.420166015625,2.6759456396102905,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1659,early
278,157.41628272053833,-151.88163169885388,0.03974514454603195,2411.3526000976562,2.646441102027893,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1666,early
279,185.02656458303576,-188.65284297944046,0.05143430735915899,3371.5817260742188,2.587785005569458,,,0.976271186440678,0.5599999999999999,0.00016336404000000007,0.24,1672,early
280,172.01701582785714,-173.03395455078285,0.030773757491260767,3239.455322265625,2.5425588488578796,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1676,early
281,168.21597631044605,-167.4448408424417,-0.0140709956176579,2756.23974609375,2.542316198348999,,,0.976271186440678,0.5599999999999999,0.00016336404000000007,0.24,1681,early
282,167.67432734597955,-167.75725653314788,0.026731139747425914,2956.5714111328125,2.543004274368286,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1685,early
283,187.87497222881268,-193.28393499486248,0.0030907117761671543,4058.9138793945312,2.5439935326576233,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1688,early
284,155.35958818172034,-150.1490608475714,-0.01597435842268169,2460.6259765625,2.543628513813019,,,0.976271186440678,0.5599999999999999,0.00016336404000000007,0.24,1693,early
285,166.89383140523933,-166.63813133879316,0.00736355921253562,2544.359375,2.704641580581665,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1701,early
286,170.96855143383945,-171.18268908298575,-0.0035608988837338984,3418.0613403320312,2.5727919340133667,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1707,early
287,175.15290034805875,-176.2101859192515,-0.0020672344544436783,3451.269287109375,2.5445333123207092,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1712,early
288,155.26961384756615,-149.93509591790877,0.019777777488343418,2076.65869140625,2.640251576900482,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1716,early
289,162.8081019786652,-160.912804743441,0.002775761066004634,2365.6339721679688,2.5445735454559326,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1724,early
290,181.94474186509365,-183.75015915676664,-0.004101574420928955,3891.5885009765625,2.590838372707367,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1728,early
291,174.02455822612245,-174.73586794085847,0.019817206542938948,2794.8015747070312,2.6601165533065796,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1734,early
292,172.11960019641734,-173.24144607879316,-0.034821296110749245,1984.8080444335938,2.6602141857147217,,,0.976271186440678,0.5599999999999999,0.00016336404000000007,0.24,1738,early
293,179.16093909286994,-181.81828108664052,0.0005123538430780172,3743.69091796875,2.5442594289779663,,,0.976271186440678,0.5599999999999999,0.00016336404000000007,0.24,1740,early
294,175.70590196038555,-178.11907994237205,0.026985038071870804,3116.15185546875,2.6017990112304688,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1741,early
295,180.01968896798817,-182.35669058770148,-0.025775428279303014,3533.1790771484375,2.630876898765564,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1747,early
296,188.37730016831165,-194.74279724057672,-0.011490399483591318,2400.9559326171875,2.7439962029457092,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1754,early
297,171.4107065094613,-172.01532464466771,-0.010723380371928215,1817.5462951660156,2.6121784448623657,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1763,early
298,182.09643083219936,-184.57436275995374,-0.013878133380785584,2692.1123046875,2.648456871509552,,,0.9442622950819672,1.3599999999999999,0.00016336404000000007,0.24,1765,early
299,178.13457659635338,-180.88371773337798,0.045409572776407,2901.4366455078125,2.6022332310676575,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1775,early
300,169.92587002126834,-170.33316248401087,0.008525682147592306,2976.794921875,2.573205053806305,167.09768582471253,-166.3318938747293,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1779,early
301,165.9429827513835,-163.75068089852255,0.011245591100305319,3200.727294921875,2.590332508087158,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1783,early
302,159.64018836999094,-156.97426777614203,-0.010867421515285969,2194.7283935546875,2.6027392148971558,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1791,early
303,169.85026386059482,-169.062866165306,0.0033503102022223175,2728.7556762695312,2.6889456510543823,,,0.976271186440678,0.5599999999999999,0.00016336404000000007,0.24,1796,early
304,167.79170393987908,-167.13517966382207,-0.01832661242224276,1745.0328369140625,2.6696743965148926,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1805,early
305,177.37070568314545,-179.45341824781931,0.002339840109925717,3486.08984375,2.640779495239258,,,0.993103448275862,0.15999999999999998,0.00016336404000000007,0.24,1807,early
306,167.3697333203084,-166.1724373511889,-0.01147612591739744,2686.6312255859375,2.6023327708244324,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1810,early
307,180.75841483299988,-183.8721153185959,0.00917948962887749,3604.23828125,2.5737645626068115,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1813,early
308,166.75189303539437,-174.66704675027827,-0.008130388101562858,3309.125732421875,2.716261148452759,,,0.9490196078431372,1.0399999999999998,0.00013069123200000008,0.24,1821,early
309,183.2031864621634,-186.20771213708045,0.03061974933370948,3942.9525146484375,2.6318235397338867,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,1824,early
310,182.14204142252822,-186.55774208254215,0.010525760590098798,2706.583984375,2.7039623856544495,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1830,early
311,162.12895151325543,-159.41938288497255,0.02938632946461439,2607.01513671875,2.5452449917793274,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1838,early
312,155.64784777308435,-151.77368046794848,-0.002257848624140024,2448.4292602539062,2.545573353767395,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1844,early
313,166.47931315467903,-165.7104191730604,0.010162960577872582,3002.5789794921875,2.545608103275299,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,1847,early
314,177.38171977836643,-178.94308568400567,0.02482997695915401,3446.3095092773438,2.545534908771515,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1852,early
315,169.511463579616,-169.0894293302534,0.00033508718479424715,2963.5301513671875,2.5455846786499023,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1858,early
316,165.3686937471369,-163.24859054277175,0.01299374969676137,2784.7791748046875,2.6901567578315735,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,1864,early
317,178.1634779247408,-180.29443085789606,0.01815668272320181,3334.176513671875,2.5456319451332092,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1868,early
318,160.02778888899417,-155.26325451126792,-0.009702122653834522,2506.1393432617188,2.694654107093811,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,1871,early
319,188.90666541185053,-194.08519296098245,0.014867541380226612,3784.82568359375,2.740342140197754,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1877,early
320,173.67357863610908,-173.76571924388463,0.04126540990546346,2728.4168701171875,2.6570597290992737,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,1881,early
321,177.61577371942704,-179.60692333449674,0.04087604023516178,3780.55810546875,2.601474642753601,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1885,early
322,176.75180548290962,-177.93965095227023,0.02407748659607023,3370.987060546875,2.6591959595680237,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,1889,early
323,169.89593227644053,-168.77364047402335,-0.01012565940618515,3049.2684326171875,2.5905378460884094,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,1894,early
324,160.374529981308,-157.1836583508312,-0.0343382665887475,2262.3322143554688,2.6026163697242737,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,1903,early
325,190.5785905464322,-195.93991304904122,-0.015054999093990773,4096.9874267578125,2.6028462052345276,171.61635617193275,-171.90055698519376,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1911,early
326,187.62969557850445,-192.36517462378114,-0.02944342140108347,4059.3280639648438,2.545111119747162,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,1916,early
327,179.27312508962711,-181.6087949447355,-0.0027451723581179976,3176.04296875,2.6028444170951843,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1921,early
328,178.04411413424253,-180.97400093163023,0.031194618437439203,3581.66064453125,2.5457303524017334,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1923,early
329,176.1471679508189,-178.15297441451392,0.003432842291658744,3217.344482421875,2.545891225337982,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,1928,early
330,161.96427377919542,-160.0093862704818,-0.020060542796272784,1642.599365234375,2.786130666732788,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1935,early
331,184.16640429936086,-187.58493646085657,-0.013675597961992025,3656.8226928710938,2.603439211845398,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1945,early
332,168.7659595781139,-169.26713987436094,-0.007293544360436499,3126.7489624023438,2.5460562109947205,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1951,early
333,154.095065801925,-149.05693692240888,0.012475388823077083,2016.4251098632812,2.620609939098358,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,1954,early
334,169.8588771011553,-169.88048169134433,0.022408610209822655,3023.9190673828125,2.5459399819374084,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1954,early
335,171.77919043274954,-174.02722653896785,0.00907787139294669,2343.1419067382812,2.8059606552124023,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1961,early
